Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Estonia,EST,2.6,2.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ethiopia,ETH,53.1,50.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Faroe Islands,FRO,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Fiji,FJI,25.6,25.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Finland,FIN,2.4,2.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,France,FRA,4.4,4.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,French Polynesia,PYF,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Gabon,GAB,43.6,42.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Gambia, The",GMB,53.7,51.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Georgia,GEO,9.8,9.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Germany,DEU,3.9,3.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ghana,GHA,48,46.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Gibraltar,GIB,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Greece,GRC,4,3.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Greenland,GRL,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Grenada,GRD,16.6,16.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guam,GUM,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guatemala,GTM,25.4,24.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guinea,GIN,101.1,98.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guinea-Bissau,GNB,81.4,78.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guyana,GUY,30.3,29.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Haiti,HTI,64.7,62.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Honduras,HND,17.4,16.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Hong Kong SAR, China",HKG,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Hungary,HUN,4,3.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Iceland,ISL,2,2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,India,IND,36.3,34.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Indonesia,IDN,24.8,23.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Iran, Islamic Rep.",IRN,14.4,13.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Iraq,IRQ,26.8,25.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ireland,IRL,3.4,3.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Isle of Man,IMN,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Israel,ISR,3.7,3.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Italy,ITA,3.2,3.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Jamaica,JAM,14.3,13.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Japan,JPN,2.5,2.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Jordan,JOR,16.1,15.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kazakhstan,KAZ,10.3,10.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kenya,KEN,44.6,43.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kiribati,KIR,52.5,50.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Korea, Dem. People’s Rep.",PRK,18.2,17.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Korea, Rep.",KOR,3.3,3.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kosovo,XKX,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kuwait,KWT,8.1,7.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kyrgyz Republic,KGZ,19.2,18.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lao PDR,LAO,47.3,45.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latvia,LVA,3.9,3.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lebanon,LBN,7.4,7.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lesotho,LSO,86.6,86.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Liberia,LBR,86.4,84.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Libya,LBY,11.9,11.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Liechtenstein,LIE,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lithuania,LTU,4,3.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Luxembourg,LUX,2.8,2.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Macao SAR, China",MAC,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,North Macedonia,MKD,7.8,6.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Madagascar,MDG,52.3,50.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Malawi,MWI,43.9,41.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Malaysia,MYS,8.4,8.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Maldives,MDV,8.2,7.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mali,MLI,97.4,94
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Malta,MLT,7.1,7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Marshall Islands,MHL,32.8,31.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mauritania,MRT,75.3,72.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mauritius,MUS,15.4,16
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mexico,MEX,14.7,14.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Micronesia, Fed. Sts.",FSM,30.5,29.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Moldova,MDA,14.7,14.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Monaco,MCO,3.2,3.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mongolia,MNG,16.5,15.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Montenegro,MNE,2.5,2.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Morocco,MAR,22.2,21.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mozambique,MOZ,77,74.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Myanmar,MMR,46.4,44.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Namibia,NAM,43.3,42.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nauru,NRU,31.9,30.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nepal,NPL,31.9,30.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Netherlands,NLD,4,4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,New Caledonia,NCL,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,New Zealand,NZL,4.9,4.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nicaragua,NIC,17.3,16.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Niger,NER,83.4,80.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nigeria,NGA,120,117.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Northern Mariana Islands,MNP,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Norway,NOR,2.5,2.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Oman,OMN,11.4,11.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Pakistan,PAK,69.4,67.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Palau,PLW,17.9,17.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Panama,PAN,15.3,14.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Papua New Guinea,PNG,46.3,44.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Paraguay,PRY,20.1,19.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Peru,PER,13.7,13.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Philippines,PHL,28,27.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Poland,POL,4.5,4.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Portugal,PRT,3.7,3.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Puerto Rico,PRI,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Qatar,QAT,6.8,6.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Romania,ROU,7.5,7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Russian Federation,RUS,6.3,5.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Rwanda,RWA,35.9,34.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Samoa,WSM,15.5,15
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,San Marino,SMR,1.7,1.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sao Tome and Principe,STP,30.9,29.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Saudi Arabia,SAU,7,6.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Senegal,SEN,47,45.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Serbia,SRB,5.5,5.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Seychelles,SYC,14.5,14.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sierra Leone,SLE,113.5,109.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Singapore,SGP,2.6,2.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sint Maarten (Dutch part),SXM,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Slovak Republic,SVK,5.9,5.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Slovenia,SVN,2.2,2.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Solomon Islands,SLB,20.3,19.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Somalia,SOM,120.3,117
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Africa,ZAF,35,34.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Sudan,SSD,96.2,96.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Spain,ESP,3.2,3.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sri Lanka,LKA,7.4,7.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Kitts and Nevis,KNA,15.8,15.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Lucia,LCA,22,22.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Martin (French part),MAF,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Vincent and the Grenadines,VCT,15.1,14.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sudan,SDN,60.3,58.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Suriname,SUR,18.5,18
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Eswatini,SWZ,55.3,49.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sweden,SWE,2.7,2.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Switzerland,CHE,4.1,4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Syrian Arab Republic,SYR,22.1,21.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tajikistan,TJK,34.8,33.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tanzania,TZA,51.8,50.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Thailand,THA,9.4,9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Timor-Leste,TLS,45.6,44.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Togo,TGO,69.1,66.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tonga,TON,16.8,16.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Trinidad and Tobago,TTO,18.1,17.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tunisia,TUN,17,16.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turkey,TUR,10.7,10
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turkmenistan,TKM,42.4,42
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turks and Caicos Islands,TCA,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tuvalu,TUV,24.7,23.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uganda,UGA,48,45.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ukraine,UKR,8.6,8.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United Arab Emirates,ARE,7.6,7.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United Kingdom,GBR,4.3,4.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United States,USA,6.6,6.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uruguay,URY,7.5,7.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uzbekistan,UZB,18.4,17.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Vanuatu,VUT,26.6,25.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Venezuela, RB",VEN,24.2,24.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Vietnam,VNM,20.4,19.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Virgin Islands (U.S.),VIR,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,West Bank and Gaza,PSE,19.9,19.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Yemen, Rep.",YEM,58.5,58.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Zambia,ZMB,63.3,61.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Zimbabwe,ZWE,55.9,54.6
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Afghanistan,AFG,19.1,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Albania,ALB,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Algeria,DZA,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,American Samoa,ASM,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Andorra,AND,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Angola,AGO,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Antigua and Barbuda,ATG,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Argentina,ARG,..,1.7
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Armenia,ARM,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Aruba,ABW,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Australia,AUS,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Austria,AUT,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Azerbaijan,AZE,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Bahamas, The",BHS,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bahrain,BHR,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bangladesh,BGD,21.9,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Barbados,BRB,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Belarus,BLR,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Belgium,BEL,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Belize,BLZ,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Benin,BEN,16.8,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bermuda,BMU,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bhutan,BTN,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bolivia,BOL,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bosnia and Herzegovina,BIH,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Botswana,BWA,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Brazil,BRA,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,British Virgin Islands,VGB,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Brunei Darussalam,BRN,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bulgaria,BGR,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Burkina Faso,BFA,17.7,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Burundi,BDI,..,27.2
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cabo Verde,CPV,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cambodia,KHM,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cameroon,CMR,11,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Canada,CAN,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cayman Islands,CYM,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Central African Republic,CAF,20.8,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Chad,TCD,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Channel Islands,CHI,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Chile,CHL,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,China,CHN,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Colombia,COL,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Comoros,COM,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Congo, Dem. Rep.",COD,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Congo, Rep.",COG,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Costa Rica,CRI,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cote d'Ivoire,CIV,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Croatia,HRV,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cuba,CUB,..,..
